CALENDAR_DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY(mins),SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME(mins),DISTANCE(mi),SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
5,Saturday,WN,3558,N918WN,MDW,DCA,2024-10-02 08:35:00,,,2024-10-02 10:05:00,,,601,2024-10-02 11:20:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
5,Saturday,WN,1196,N259WN,MDW,EWR,2024-10-02 08:40:00,,,2024-10-02 12:00:00,,,711,2024-10-02 11:40:00,,,0,1,B,,,,,,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
5,Saturday,WN,569,N786SW,MDW,BUF,2024-10-02 08:45:00,,,2024-10-02 09:00:00,,,468,2024-10-02 11:15:00,,,0,1,B,,,,,,BUF,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
5,Saturday,WN,1222,N780SW,MDW,MCO,2024-10-02 08:55:00,,,2024-10-02 16:00:00,,,990,2024-10-02 12:35:00,,,0,1,B,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
5,Saturday,WN,655,N297WN,MDW,AUS,2024-10-02 09:00:00,,,2024-10-02 17:05:00,,,972,2024-10-02 11:55:00,,,0,1,B,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
5,Saturday,WN,3640,N246LV,MDW,OKC,2024-10-02 09:05:00,,,2024-10-02 13:05:00,,,691,2024-10-02 11:20:00,,,0,1,B,,,,,,OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073
5,Saturday,WN,348,N211WN,MDW,BNA,2024-10-02 09:10:00,,,2024-10-02 08:05:00,,,395,2024-10-02 10:35:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
5,Saturday,WN,1050,N296WN,MDW,DEN,2024-10-02 09:10:00,,,2024-10-02 16:05:00,,,895,2024-10-02 10:55:00,,,0,1,A,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
5,Saturday,WN,4007,N780SW,MDW,OMA,2024-10-02 09:20:00,,,2024-10-02 09:00:00,,,423,2024-10-02 10:50:00,,,0,1,B,,,,,,OMA,Eppley Airfield,Omaha,NE,USA,41.30252,-95.89417
5,Saturday,AA,248,N4YDAA,BNA,DFW,2024-10-02 09:28:00,,,2024-10-02 13:02:00,,,631,2024-10-02 11:40:00,,,0,1,A,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
5,Saturday,WN,62,N228WN,MDW,BDL,2024-10-02 09:30:00,,,2024-10-02 11:05:00,,,777,2024-10-02 12:25:00,,,0,1,B,,,,,,BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
5,Saturday,WN,3630,N273WN,MDW,RDU,2024-10-02 09:55:00,,,2024-10-02 10:05:00,,,632,2024-10-02 12:40:00,,,0,1,B,,,,,,RDU,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
5,Saturday,WN,3725,N7727A,LAX,PHX,2024-10-02 11:40:00,,,2024-10-02 07:05:00,,,370,2024-10-02 13:55:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
5,Saturday,WN,2797,N550WN,PHX,LAX,2024-10-02 13:30:00,,,2024-10-02 08:05:00,,,370,2024-10-02 13:55:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
5,Saturday,WN,3615,N7828A,SEA,OAK,2024-10-02 13:30:00,,,2024-10-02 12:05:00,,,672,2024-10-02 15:35:00,,,0,1,A,,,,,,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
5,Saturday,WN,3644,N7736A,MCI,DAL,2024-10-02 14:30:00,,,2024-10-02 09:00:00,,,460,2024-10-02 16:00:00,,,0,1,A,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
5,Saturday,WN,3211,N7826B,DEN,DAY,2024-10-02 17:10:00,,,2024-10-02 14:05:00,,,1085,2024-10-02 21:35:00,,,0,1,B,,,,,,DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
5,Saturday,WN,1357,N267WN,BWI,DAY,2024-10-02 21:10:00,,,2024-10-02 09:00:00,,,406,2024-10-02 22:40:00,,,0,1,B,,,,,,DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
6,Sunday,AA,309,N3BDAA,MSP,MIA,2024-10-02 05:45:00,,,2024-10-02 22:00:00,,,1501,2024-10-02 10:25:00,,,0,1,A,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
6,Sunday,WN,4444,,DAY,BWI,2024-10-02 06:00:00,,,2024-10-02 09:00:00,,,406,2024-10-02 07:30:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
6,Sunday,WN,4029,,DAY,DEN,2024-10-02 06:35:00,,,2024-10-02 20:00:00,,,1085,2024-10-02 07:55:00,,,0,1,B,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
6,Sunday,WN,105,N716SW,ATL,DEN,2024-10-02 07:55:00,,,2024-10-02 20:05:00,,,1199,2024-10-02 09:20:00,,,0,1,A,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
6,Sunday,AA,1970,,BOS,CLT,2024-10-02 09:40:00,,,2024-10-02 15:04:00,,,728,2024-10-02 12:14:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
6,Sunday,WN,20,N527SW,HOU,DAL,2024-10-02 11:00:00,,,2024-10-02 06:00:00,,,239,2024-10-02 12:00:00,,,0,1,A,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
6,Sunday,WN,2373,N416WN,SJC,LAS,2024-10-02 12:05:00,,,2024-10-02 08:00:00,,,386,2024-10-02 13:25:00,,,0,1,A,,,,,,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
6,Sunday,WN,2402,N317WN,LAX,SFO,2024-10-02 13:35:00,,,2024-10-02 07:05:00,,,337,2024-10-02 14:50:00,,,0,1,A,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
6,Sunday,AA,1889,N105UW,BWI,CLT,2024-10-02 13:45:00,2024-10-02 13:41:00,-4.0,2024-10-02 09:02:00,,,361,2024-10-02 15:17:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
6,Sunday,WN,313,N495WN,CLE,MDW,2024-10-02 15:10:00,,,2024-10-02 07:05:00,,,307,2024-10-02 15:25:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
6,Sunday,AA,2118,,LGA,BOS,2024-10-02 16:00:00,,,2024-10-02 08:02:00,,,184,2024-10-02 17:22:00,,,0,1,A,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
6,Sunday,WN,101,N626SW,SAN,OAK,2024-10-02 16:10:00,,,2024-10-02 09:00:00,,,446,2024-10-02 17:40:00,,,0,1,A,,,,,,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
6,Sunday,WN,2404,N317WN,SAN,SFO,2024-10-02 18:10:00,,,2024-10-02 09:00:00,,,447,2024-10-02 19:40:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
6,Sunday,AA,2047,N672AW,PBI,CLT,2024-10-02 19:10:00,2024-10-02 19:08:00,-2.0,2024-10-02 11:01:00,,,590,2024-10-02 21:01:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
6,Sunday,AA,638,,OGG,PHX,2024-10-02 22:20:00,,,2024-10-02 03:40:00,,,2845,2024-10-02 07:00:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
7,Monday,AA,1475,N3ENAA,PDX,DFW,2024-10-02 05:00:00,,,2024-10-02 22:02:00,,,1616,2024-10-02 10:42:00,,,0,1,A,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
7,Monday,WN,2416,N485WN,SFO,LAS,2024-10-02 05:30:00,,,2024-10-02 08:00:00,,,414,2024-10-02 06:50:00,,,0,1,A,,,,,,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
7,Monday,WN,1887,N210WN,OMA,MDW,2024-10-02 05:40:00,,,2024-10-02 09:00:00,,,423,2024-10-02 07:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1945,N932WN,MSP,MDW,2024-10-02 05:40:00,,,2024-10-02 10:00:00,,,349,2024-10-02 07:20:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,AA,2148,,BOS,LGA,2024-10-02 06:00:00,,,2024-10-02 07:09:00,,,184,2024-10-02 07:19:00,,,0,1,A,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
7,Monday,WN,611,N8653A,DAL,MDW,2024-10-02 06:15:00,,,2024-10-02 13:05:00,,,793,2024-10-02 08:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,3205,N441WN,MCO,MDW,2024-10-02 06:40:00,,,2024-10-02 17:05:00,,,990,2024-10-02 08:35:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,845,N483WN,MDW,MCI,2024-10-02 06:45:00,,,2024-10-02 09:05:00,,,405,2024-10-02 08:20:00,,,0,1,B,,,,,,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
7,Monday,WN,3142,N216WR,MDW,CMH,2024-10-02 07:40:00,,,2024-10-02 06:05:00,,,283,2024-10-02 09:45:00,,,0,1,B,,,,,,CMH,Port Columbus International Airport,Columbus,OH,USA,39.99799,-82.89188
7,Monday,WN,2806,N965WN,MDW,BNA,2024-10-02 07:50:00,,,2024-10-02 08:05:00,,,395,2024-10-02 09:15:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
7,Monday,WN,2010,N747SA,MDW,MSP,2024-10-02 08:05:00,,,2024-10-02 08:05:00,,,349,2024-10-02 09:30:00,,,0,1,B,,,,,,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
7,Monday,WN,281,N711HK,MDW,OMA,2024-10-02 08:05:00,,,2024-10-02 08:05:00,,,423,2024-10-02 09:30:00,,,0,1,B,,,,,,OMA,Eppley Airfield,Omaha,NE,USA,41.30252,-95.89417
7,Monday,WN,1429,N900WN,MDW,SDF,2024-10-02 08:10:00,,,2024-10-02 06:05:00,,,271,2024-10-02 10:15:00,,,0,1,B,,,,,,SDF,Louisville International Airport (Standiford Field),Louisville,KY,USA,38.17439,-85.736
7,Monday,WN,2756,N954WN,MDW,RSW,2024-10-02 08:40:00,,,2024-10-02 17:00:00,,,1105,2024-10-02 12:30:00,,,0,1,B,,,,,,RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
7,Monday,WN,353,N248WN,MDW,EWR,2024-10-02 09:20:00,,,2024-10-02 12:00:00,,,711,2024-10-02 12:20:00,,,0,1,B,,,,,,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
7,Monday,WN,3205,N441WN,MDW,PVD,2024-10-02 09:20:00,,,2024-10-02 12:05:00,,,842,2024-10-02 12:25:00,,,0,1,B,,,,,,PVD,Theodore Francis Green State Airport,Providence,RI,USA,41.724,-71.42822
7,Monday,WN,1583,N468WN,EWR,MDW,2024-10-02 09:30:00,,,2024-10-02 16:00:00,,,711,2024-10-02 11:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2796,N284WN,MDW,BDL,2024-10-02 09:40:00,,,2024-10-02 11:00:00,,,777,2024-10-02 12:30:00,,,0,1,B,,,,,,BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
7,Monday,WN,4037,N736SA,MDW,BNA,2024-10-02 09:40:00,,,2024-10-02 08:00:00,,,395,2024-10-02 11:00:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
7,Monday,WN,612,N8653A,MDW,DAL,2024-10-02 09:50:00,,,2024-10-02 14:00:00,,,793,2024-10-02 12:10:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
7,Monday,WN,2360,N470WN,MDW,DCA,2024-10-02 10:15:00,,,2024-10-02 10:00:00,,,601,2024-10-02 12:55:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
7,Monday,WN,892,N7721E,MDW,CLE,2024-10-02 10:55:00,,,2024-10-02 06:05:00,,,307,2024-10-02 13:00:00,,,0,1,B,,,,,,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
7,Monday,WN,1542,N244WN,MDW,MCO,2024-10-02 11:05:00,,,2024-10-02 15:05:00,,,990,2024-10-02 14:40:00,,,0,1,B,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
7,Monday,WN,993,N469WN,MDW,STL,2024-10-02 11:05:00,,,2024-10-02 06:05:00,,,251,2024-10-02 12:10:00,,,0,1,B,,,,,,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
7,Monday,WN,1570,N289CT,ATL,MDW,2024-10-02 11:35:00,,,2024-10-02 11:05:00,,,591,2024-10-02 12:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2401,N684WN,SFO,LAX,2024-10-02 11:35:00,,,2024-10-02 08:05:00,,,337,2024-10-02 13:00:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
7,Monday,WN,1584,N468WN,MDW,PHL,2024-10-02 11:45:00,,,2024-10-02 11:00:00,,,668,2024-10-02 14:35:00,,,0,1,B,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
7,Monday,WN,1598,N550WN,MDW,PIT,2024-10-02 11:45:00,,,2024-10-02 07:05:00,,,402,2024-10-02 14:00:00,,,0,1,B,,,,,,PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
7,Monday,WN,1263,N420WN,SNA,SJC,2024-10-02 12:20:00,,,2024-10-02 07:05:00,,,342,2024-10-02 13:35:00,,,0,1,B,,,,,,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
7,Monday,WN,1672,N782SA,MDW,ATL,2024-10-02 12:40:00,,,2024-10-02 11:00:00,,,591,2024-10-02 15:30:00,,,0,1,B,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
7,Monday,WN,2402,N684WN,LAX,SFO,2024-10-02 13:35:00,,,2024-10-02 07:05:00,,,337,2024-10-02 14:50:00,,,0,1,A,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
7,Monday,WN,815,N481WN,BUR,OAK,2024-10-02 13:40:00,,,2024-10-02 07:00:00,,,325,2024-10-02 14:50:00,,,0,1,A,,,,,,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
7,Monday,WN,1052,N934WN,SJC,SNA,2024-10-02 13:45:00,,,2024-10-02 07:05:00,,,342,2024-10-02 15:00:00,,,0,1,B,,,,,,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
7,Monday,WN,495,N472WN,OAK,MDW,2024-10-02 14:50:00,,,2024-10-02 02:45:00,,,1844,2024-10-02 20:55:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2968,N271LV,SFO,MDW,2024-10-02 14:55:00,,,2024-10-02 02:55:00,,,1855,2024-10-02 21:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2817,N481WN,OAK,LAX,2024-10-02 15:25:00,,,2024-10-02 07:00:00,,,337,2024-10-02 16:35:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
7,Monday,WN,868,N435WN,MDW,OAK,2024-10-02 16:10:00,,,,,,1844,2024-10-02 18:55:00,,,0,1,B,,,,,,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
7,Monday,WN,355,N7811F,MEM,MDW,2024-10-02 16:20:00,,,2024-10-02 09:05:00,,,480,2024-10-02 17:55:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2443,N8672F,PHX,MDW,2024-10-02 16:25:00,,,2024-10-02 20:00:00,,,1444,2024-10-02 20:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,598,N439WN,DEN,MDW,2024-10-02 16:50:00,,,2024-10-02 14:00:00,,,895,2024-10-02 20:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,387,N7738A,ABQ,MDW,2024-10-02 17:20:00,,,2024-10-02 16:00:00,,,1121,2024-10-02 21:00:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1054,N420WN,SJC,BUR,2024-10-02 17:20:00,,,2024-10-02 06:00:00,,,296,2024-10-02 18:20:00,,,0,1,B,,,,,,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
7,Monday,WN,410,N253WN,DEN,MDW,2024-10-02 17:20:00,,,2024-10-02 14:00:00,,,895,2024-10-02 20:40:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1566,N747SA,MDW,LGA,2024-10-02 17:20:00,,,2024-10-02 12:00:00,,,725,2024-10-02 20:20:00,,,0,1,B,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
7,Monday,WN,1406,N8632A,DAL,MDW,2024-10-02 17:40:00,,,2024-10-02 13:00:00,,,793,2024-10-02 19:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,853,N402WN,FLL,MDW,2024-10-02 18:05:00,,,2024-10-02 20:00:00,,,1167,2024-10-02 20:25:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1463,N8670A,MDW,PHX,2024-10-02 18:05:00,,,2024-10-02 23:05:00,,,1444,2024-10-02 21:00:00,,,0,1,B,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
7,Monday,WN,1615,N258WN,MSP,MDW,2024-10-02 18:15:00,,,2024-10-02 10:00:00,,,349,2024-10-02 19:55:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,138,N236WN,EWR,MDW,2024-10-02 18:25:00,,,2024-10-02 15:05:00,,,711,2024-10-02 20:00:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,3444,N787SA,AUS,MDW,2024-10-02 18:30:00,,,2024-10-02 15:05:00,,,972,2024-10-02 21:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,704,N477WN,MDW,ATL,2024-10-02 18:30:00,,,2024-10-02 11:00:00,,,591,2024-10-02 21:20:00,,,0,1,B,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
7,Monday,WN,1885,N210WN,MCI,MDW,2024-10-02 18:35:00,,,2024-10-02 08:05:00,,,405,2024-10-02 20:00:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,3197,N730SW,LGA,MDW,2024-10-02 18:45:00,,,2024-10-02 16:05:00,,,725,2024-10-02 20:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,3265,N480WN,BHM,MDW,2024-10-02 18:50:00,,,2024-10-02 11:00:00,,,570,2024-10-02 20:40:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1055,N420WN,BUR,SJC,2024-10-02 18:50:00,,,2024-10-02 06:05:00,,,296,2024-10-02 19:55:00,,,0,1,B,,,,,,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
7,Monday,WN,2237,N295WN,HOU,MDW,2024-10-02 18:50:00,,,2024-10-02 15:00:00,,,937,2024-10-02 21:20:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1589,N7739A,MSY,MDW,2024-10-02 18:50:00,,,2024-10-02 13:05:00,,,825,2024-10-02 21:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2650,N959WN,STL,MDW,2024-10-02 19:00:00,,,2024-10-02 07:00:00,,,251,2024-10-02 20:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1153,N713SW,MDW,BNA,2024-10-02 19:05:00,,,2024-10-02 08:00:00,,,395,2024-10-02 20:25:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
7,Monday,WN,1171,N492WN,OMA,MDW,2024-10-02 19:15:00,,,2024-10-02 09:05:00,,,423,2024-10-02 20:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2454,N238WN,MDW,BWI,2024-10-02 19:20:00,,,2024-10-02 11:00:00,,,611,2024-10-02 22:10:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
7,Monday,WN,279,N701GS,ATL,MDW,2024-10-02 19:25:00,,,2024-10-02 12:05:00,,,591,2024-10-02 20:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,3023,N240WN,MDW,EWR,2024-10-02 19:25:00,,,2024-10-02 12:00:00,,,711,2024-10-02 22:25:00,,,0,1,B,,,,,,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
7,Monday,WN,1716,N252WN,DCA,MDW,2024-10-02 19:30:00,,,2024-10-02 12:05:00,,,601,2024-10-02 20:35:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1650,N966WN,BNA,MDW,2024-10-02 19:35:00,,,2024-10-02 09:00:00,,,395,2024-10-02 21:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,2951,N235WN,MDW,ABQ,2024-10-02 19:50:00,,,2024-10-02 19:05:00,,,1121,2024-10-02 22:05:00,,,0,1,B,,,,,,ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
7,Monday,WN,3663,N445WN,MDW,DEN,2024-10-02 19:50:00,,,2024-10-02 16:05:00,,,895,2024-10-02 21:35:00,,,0,1,B,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
7,Monday,WN,2025,N204WN,MDW,AUS,2024-10-02 19:55:00,,,2024-10-02 17:05:00,,,972,2024-10-02 22:50:00,,,0,1,B,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
7,Monday,WN,2811,N200WN,MDW,MSY,2024-10-02 19:55:00,,,2024-10-02 14:05:00,,,825,2024-10-02 22:20:00,,,0,1,B,,,,,,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
7,Monday,WN,127,N228WN,MDW,SFO,2024-10-02 19:55:00,,,,,,1855,2024-10-02 22:50:00,,,0,1,B,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
7,Monday,WN,399,N936WN,DTW,MDW,2024-10-02 20:10:00,,,2024-10-02 08:00:00,,,228,2024-10-02 20:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1876,N261WN,MSP,MDW,2024-10-02 20:10:00,,,2024-10-02 10:00:00,,,349,2024-10-02 21:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
7,Monday,WN,1615,N258WN,MDW,RSW,2024-10-02 20:30:00,,,2024-10-02 17:00:00,,,1105,2024-10-02 02:00:00,,,0,1,B,,,,,,RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
7,Monday,WN,1407,N8632A,MDW,DAL,2024-10-02 20:35:00,,,2024-10-02 14:05:00,,,793,2024-10-02 23:00:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
7,Monday,WN,1885,N480WN,MDW,FLL,2024-10-02 20:35:00,,,2024-10-02 18:00:00,,,1167,2024-10-02 03:05:00,,,0,1,B,,,,,,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
7,Monday,WN,3128,N439WN,MDW,BHM,2024-10-02 20:45:00,,,2024-10-02 10:00:00,,,570,2024-10-02 22:25:00,,,0,1,B,,,,,,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,USA,33.56294,-86.75355
7,Monday,WN,598,N240WN,MDW,HOU,2024-10-02 20:45:00,,,2024-10-02 17:00:00,,,937,2024-10-02 23:35:00,,,0,1,B,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
7,Monday,WN,671,N209WN,MCO,FNT,2024-10-02 20:55:00,,,2024-10-02 16:05:00,,,1011,2024-10-02 23:40:00,,,0,1,B,,,,,,FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346
